protein1	protein2
71	3064
55454	79867
4088	10401
29979	55739
7316	9690
4088	8888
84000	124583
9798	29979
29911	79696
57655	404217
10443	84708
3507	57143
1838	83878
5479	5586
4246	57190
9099	55658
10200	64397
8473	57109
6187	6188
728	9144
79792	374569
79633	348738
5827	6583
3737	25912
1147	7170
6449	11047
1499	3172
51567	64689
6541	84620
54478	117178
10484	127544
4005	57761
9517	84553
5577	100533106
900	1029
7322	85363
11226	55005
57473	84988
487	2131
9586	10616
7186	23495
81603	353140
699	3297
11336	60412
10163	57648
6785	154467
1559	6776
2923	94039
4193	6273
5367	221806
1143	4189
26258	116841
25763	57506
3028	9804
7681	196441
3014	10992
25915	81847
10180	406890
3320	3661
6430	56257
8462	80321
9950	252839
4000	57474
7332	9781
2885	7294
2738	64969
4233	10603
710	10747
8148	406933
594	909
26248	29082
5864	140545
8618	55763
55731	375791
79633	80351
2202	7022
353	146862
22802	200232
54458	337978
2517	56929
3494	286410
3992	11318
308	202299
6156	51388
51691	83706
3156	79608
7124	84959
10079	57542
57325	442247
3306	4284
5685	23198
51263	285367
238	2064
9482	284306
65263	80755
5626	7389
6293	57639
5626	284325
8350	51547
6636	253635
1269	58515
80314	255626
9188	23212
11318	23265
54845	407054
6827	64925
1855	4436
2203	3822
54903	91433
163183	219738
51704	255809
5591	254272
80148	84641
682	7319
2993	55680
79901	83862
902	8500
3303	9462
8850	256297
6348	57452
818	3326
5423	5883
79953	163087
26009	51171
114805	338328
7321	8805
351	55798
80153	85360
60	6204
9666	91661
22937	83729
6207	28987
363	120939
6275	115704
55506	64318
377	26088
9715	153364
7533	23046
5217	10625
984	11200
2733	6135
2030	219995
3163	6857
4000	59343
2232	219927
26511	339344
64881	136242
1292	160065
1312	2740
89	9499
2626	6667
4188	386681
4678	8366
6820	55175
84823	120892
5430	8518
1270	23071
3428	6790
26003	162239
6821	353288
10251	448834
8777	388125
5713	10868
6820	64395
23122	57120
4043	51195
10420	90362
4853	7589
166	3886
6730	23029
2268	8935
5080	54165
2	7083
79983	138803
70	10486
7125	100528064
7159	9532
81858	204851
27132	146198
57596	84260
2554	7184
805	3785
6327	51160
5802	56108
4005	80256
1462	6355
6158	84549
25801	284369
1203	245812
4899	414236
5591	55291
331	7334
7625	10794
9733	84466
6571	9409
6790	22924
6310	153527
57094	170384
1649	2033
5354	6510
23208	54557
2286	10565
64395	154288
3188	574032
8462	51247
9512	114336
4293	55791
2332	23332
79648	129531
50619	56924
3501	30815
353140	388677
7514	8473
358	56478
29889	51118
83901	100996717
7703	8535
9261	10949
6428	10884
6194	7270
7257	140710
2617	4738
2139	10736
5987	22954
6776	11218
4209	30851
9854	10917
5196	8548
8202	9970
10228	157753
351	6733
7087	27252
9135	79165
5148	8553
10447	55177
7766	84146
9439	84246
1716	9892
351	160492
6602	29117
3312	79400
3104	57062
11215	80824
9159	57338
5339	114789
862	25984
11018	11336
26266	83873
51148	59286
27018	56259
3916	8417
4193	6872
3178	122704
257101	729240
6774	10369
5886	23608
11077	93611
5578	6915
23451	407051
126070	386677
7289	10933
24144	57639
841	100137049
834	9447
49855	84466
83756	84856
240	23102
4005	23636
1978	80204
79719	283635
5631	664618
8165	89876
128486	221188
3949	9784
9253	22936
117177	135295
55145	729233
4703	84675
26229	55454
22806	84260
351	83590
1211	26060
7186	10241
5105	81603
7466	54927
2782	23386
4649	221264
7252	51665
2494	64324
3737	55666
6134	84838
4287	7341
1511	6318
1660	55646
7280	10382
2491	79682
1460	10681
7275	84549
29969	122809
9456	140290
2801	3854
11339	158787
5314	6181
10227	387129
6150	6696
4736	91522
2647	54785
8676	202243
286	10752
7589	55663
23729	84668
208	9869
6189	64802
8733	27076
29894	406887
7185	7965
7411	27284
6602	54014
1069	8548
4297	5430
79991	80169
8600	9527
10445	337967
4246	84058
602	8648
27005	57622
9244	11098
104	2733
22984	406885
2065	5925
10644	407047
25839	57511
81850	84069
5473	54539
4440	84695
26986	58508
9095	9146
2709	284415
64168	117283
79727	406937
5764	54810
7773	23582
54751	100996717
3930	196740
2867	374383
11103	83740
9454	79027
30012	337882
5902	7514
719	57106
5351	406953
2639	51295
1827	2931
974	5277
3233	9191
5900	5908
6428	64978
79142	84312
755	7533
169841	440590
2783	2908
6257	729540
3276	574032
7086	9641
26167	91807
54883	57182
7545	155368
2078	6015
3885	23219
818	25959
7334	10210
9204	84868
738	27185
1956	8000
10133	27089
3009	6840
4841	406885
4793	9462
225	5824
4215	7189
10324	56271
9993	80727
54575	65243
29888	92170
54480	387837
54602	338567
8065	56929
25829	51614
94121	100996717
58525	64376
598	5664
7485	344892
22796	150483
3741	57216
6779	57709
25	7874
862	11178
7039	84978
4544	55705
585	26005
8874	10381
10093	51497
134391	100529063
23404	55596
79770	552891
9240	200350
10008	493856
6642	127795
5350	219402
4794	55291
1186	10894
5787	64794
64599	114880
8115	57542
23466	55342
84885	203859
147687	343637
1739	642968
26580	79651
28962	79671
7982	8451
4088	4089
9402	147872
22983	440563
705	79839
3725	6872
51599	85021
149018	440023
598	57099
5859	7916
5747	28964
4644	29765
10576	27097
64753	163050
23371	203054
3763	100529063
5216	10273
10197	79873
84616	199834
5716	9861
2709	3507
6432	8473
1022	2961
1353	51287
9167	29796
10250	221143
9732	27246
4830	147872
4706	51251
2621	135927
1400	7415
6696	493856
25902	115416
4759	388677
9700	84871
55311	100101467
1047	1889
54205	55119
10419	79084
64398	154810
1315	84856
6622	6717
23543	406953
4946	51582
8968	10036
23645	168374
4519	29796
7555	81844
23405	26523
5318	23281
2354	115572
8661	24144
6631	8545
1813	7466
2289	10000
84140	126375
3849	54903
51077	387778
7325	23327
8473	84790
27154	84289
5914	10912
337973	100128927
64682	388272
9816	29777
29957	56993
6310	202134
85403	96764
4350	7879
8864	29775
8631	57159
6527	201232
8473	221656
2288	8473
80213	83941
7257	7329
2521	55646
3445	3447
116138	285315
23378	117246
7681	84330
6141	9875
9463	90231
162968	353323
5058	9456
4246	55714
3843	81631
6810	10282
23636	54535
65062	84620
9910	93426
79796	83795
2622	7525
6721	9138
7157	8648
7629	254778
51068	150383
59	7337
23043	51639
10524	10591
81689	122961
801	10749
1317	57787
25	10580
27245	50618
9577	54495
83896	375791
84868	221656
199834	653240
91419	387266
6449	79957
3891	9958
2592	10188
5564	80273
80824	146923
9351	10413
9444	58155
3959	8480
144110	221476
7417	11076
23181	54682
9687	283237
25	9820
1534	387923
9040	9641
2275	84668
7205	9915
6602	404093
5525	23255
662	2859
4780	103910
11143	26232
960	5894
6560	390037
835	10743
6337	6338
64946	90410
5524	84634
828	84617
79065	388677
10492	406988
10653	55732
23086	153768
5597	7466
7316	54681
57602	283373
10025	51586
2896	50808
5743	8573
2975	4791
10456	50863
57106	113174
4253	5074
11060	84790
7095	79147
9915	113878
4223	353332
4342	6449
6125	9670
54810	64782
29128	56302
166968	388272
51263	64983
10202	83607
4107	10367
6188	51663
9218	57157
10285	79009
10962	51176
6490	64783
5682	115265
23368	114800
53	10988
1956	23542
2963	5634
10395	55014
51135	255104
54521	120939
7529	9101
3607	154796
1173	10618
29844	54535
8417	374882
2043	64759
2885	25970
57120	138065
11318	57221
6016	10138
10656	91746
6621	9657
1295	337974
10078	51362
5587	23683
10155	115509
2874	342574
5125	284306
5252	8359
1399	5295
1000	29119
9869	80063
6233	388569
351	55870
54982	200894
3054	58487
3233	51449
7126	57338
6147	9816
5191	6950
29103	171483
9667	92291
6147	7552
3551	9020
5058	285464
7316	29965
26232	57128
5300	8013
1493	84243
6801	29941
26020	643008
64714	337966
2274	7597
7314	23780
7205	399947
4904	407014
1021	730211
57228	203562
6194	55646
4851	25841
119391	317719
5108	51019
25983	26574
2130	60313
14	4289
1233	8506
336	363
51655	375791
7980	8546
7518	55142
3298	80119
5987	54955
79187	80303
6396	221395
7069	55823
10539	346689
1366	79415
2263	90060
7321	11275
2669	26519
93	3625
8148	406882
6615	11043
9026	10928
1742	3739
6567	91252
64506	115362
896	25818
5966	54221
147807	730755
79089	388650
3303	27236
23190	53335
5940	80742
22914	338599
51090	340061
988	196441
8440	23089
9554	222662
50863	101060226
4297	55617
79727	406951
79637	113878
5275	728233
7186	121268
5458	448834
5916	8870
4808	6925
8340	474381
3184	6621
84676	116092
8087	23187
7278	255877
5584	57381
54521	55686
54940	167838
2648	6314
23521	84893
6182	23157
60559	90701
5445	64881
2815	10513
7466	124944
2623	4780
26330	254887
10282	23786
4107	80724
26353	151254
83990	729330
51224	147339
64328	373156
9282	10728
5689	9391
4292	8559
2905	10245
6124	6141
56658	282890
55	51077
2982	6318
3978	124359
5018	11318
1515	2495
4864	145858
363	5554
2670	79027
2534	284996
10890	58478
23199	55758
2952	85366
5792	284996
7784	51608
27324	63904
705	85291
4490	81851
5597	55739
5718	10480
207	1028
815	4860
51742	83463
3804	30817
7133	83444
7436	9784
1039	57159
7466	126295
6621	26160
64753	79696
23450	407043
4734	221002
3163	22936
2001	51022
432	3488
3849	79598
8242	26468
8336	85437
55591	146456
3200	10094
8473	94056
5351	406885
1869	4194
8531	9904
10228	252839
10896	23164
9513	11030
54014	84675
5562	8408
4287	8569
10896	11083
1642	6297
5073	26986
10735	284369
8350	57459
338	550
79740	120114
1956	2824
1796	5295
1026	7032
7316	54784
1778	6613
5610	406953
5682	55272
81691	114780
9721	10817
673	63943
11043	143241
6161	6168
8985	78989
134492	146845
5684	146542
2018	11036
4609	7421
55553	55624
7474	158062
3021	79711
9517	132720
10585	84885
55069	283870
1295	5966
11059	57561
25763	84514
8419	23557
8576	166968
1838	83648
10615	57521
23420	135927
7434	84187
55521	83901
3609	57215
386681	386682
7185	148304
5190	29956
8314	27031
9941	340547
320	57587
7559	81565
3326	7709
65220	116987
51043	51185
220004	337968
10884	90480
4833	10430
1191	2353
55051	200894
367	1025
5530	83648
4869	7528
283208	400258
23451	406989
3846	54536
9605	386674
5901	445571
262	79930
7156	57697
6203	219927
672	2969
26024	51087
26046	127544
9341	152519
2328	22908
7871	79867
57530	135295
2542	7448
2905	22938
57348	343450
351	55163
6047	7341
695	5587
11274	339834
3851	3866
286148	390429
9863	79056
3315	338917
7249	23608
5597	6453
64757	65990
26160	80824
6293	64147
4223	440699
8290	57661
2823	8224
219402	286451
10059	252839
11319	54790
26580	219854
1999	8688
10472	10482
3156	130399
10311	388324
468	85291
1308	3875
5071	55922
683	145864
27101	54764
1314	22818
2353	3725
2217	4815
2960	2961
6539	23513
2833	220164
10915	11051
3303	5716
2064	10603
163154	389136
26511	84445
6139	64763
2041	374986
55131	64282
4250	441381
9333	10279
1414	5093
351	5264
578	3295
5940	23500
4288	6124
2353	7050
10522	653361
817	642968
54925	222696
10767	116442
2246	23186
178	8987
4957	84289
79925	92140
479	84553
1653	406933
2648	8290
6774	386675
23304	55959
79169	84530
9045	151278
1017	2171
149095	343450
114	8417
5155	120114
4869	10775
6175	6231
29123	51506
11078	84502
5901	30000
11030	54793
2874	9611
6223	23223
23641	85359
1437	7490
51091	54585
1636	4627
4780	9603
2928	54962
9331	85569
7314	90135
8985	254773
3303	23248
2091	55035
1791	25841
7466	91283
5329	6484
3866	23503
6901	79770
9470	51421
9454	11201
1160	57542
5335	23013
1050	9919
51146	84293
4670	7916
3836	55133
51141	117247
2531	10682
4354	8797
1831	79666
84975	200894
4053	9726
6147	6187
6160	6203
4830	26003
29950	57862
6733	8683
5691	9861
2023	5034
5498	9001
10971	389072
6570	157769
207	5290
2099	4735
51593	196441
11077	64927
10693	349136
6599	84717
51367	388324
55835	359787
333	53942
4250	10536
2547	3651
282991	339005
2332	170960
3064	7329
9246	255488
353137	387267
51252	90850
55611	80196
2275	6628
6457	23624
10516	55128
5976	23049
6462	11252
57221	284369
93426	348807
10300	79768
11140	51322
26610	80755
6613	9189
7564	146310
3096	55876
59272	159296
10362	83878
14	59272
2332	10875
130560	386682
10949	406951
55885	84807
28981	79989
521	4509
27229	163590
10728	11319
7434	9183
7185	53358
8634	407046
326	7051
9247	390212
1026	5987
51224	55845
81858	390072
84269	388324
10992	406915
28999	55337
23270	347442
9587	139212
4478	653361
55175	84290
637	151188
51186	55357
6431	6434
5111	9400
7920	144404
6230	55216
266971	348235
29888	55311
1487	254251
6286	57489
27340	407024
2033	2237
4713	5412
6606	6632
861	2931
9939	65109
11337	79876
6188	8473
79797	125115
10949	406947
4223	153527
3315	337974
4241	347688
27334	80167
8468	10869
9830	149371
116255	445582
7248	55816
3326	6725
533	7532
6801	63978
2264	112609
90133	266740
5174	9189
4035	8658
5865	84522
9308	64781
81562	84894
2212	29082
29903	55216
11030	337880
5286	10484
392	663
23567	407026
6160	10664
9975	80022
6638	10078
1592	79669
51162	51560
5588	55337
8916	83887
79005	80011
637	115265
1032	51263
84306	266812
64778	414236
2963	7341
2264	6367
24148	51160
51535	80705
51530	84675
1743	51720
5245	93010
9217	84336
7852	55770
4176	5564
5966	23636
363	58191
6602	55536
6430	10929
2913	5494
493	115650
3514	22934
3300	7314
1801	5026
26330	167227
6188	140890
6100	28972
1399	6654
5886	6233
55507	220108
891	81620
9463	55346
10817	83896
3603	152789
3084	55362
2298	4188
2896	10273
5830	80726
4113	112840
7170	284119
6277	79980
4283	132228
6139	79727
5347	9410
4660	26057
11339	29844
5339	55683
2004	9818
3797	5339
5351	406948
8369	55069
23097	219541
11077	23118
5564	23513
5594	85358
5311	64946
4214	6165
114876	200081
2928	58506
868	2959
4726	4731
4582	4696
51652	54902
10486	389207
3488	4052
4250	26577
573	3832
6582	8372
4291	8471
9213	127544
119	81606
63875	80742
10152	136895
6811	53407
5093	9260
2099	10474
115265	159989
84306	165829
2832	386675
6122	64983
6819	27343
3805	25920
3241	7529
4713	4718
3183	85364
728	51103
25894	58529
4869	56969
1146	386676
5465	8202
817	2281
6733	10767
9230	54521
6627	25929
1743	25886
5407	6567
5626	83897
11275	23363
5360	114905
7533	10420
1856	54830
7283	9928
9341	10228
6789	11132
1485	23361
29119	145483
7165	51116
6871	23503
9088	162427
4223	10687
1742	10657
3710	11331
2244	10971
3084	55116
7345	23043
27257	51552
1459	30813
2870	284996
3306	80196
28992	64756
11340	23623
353144	440023
8473	23633
9929	386682
57159	57697
6635	9716
8440	150572
6642	23647
1670	51661
375791	386680
480	11156
64374	112937
4904	6202
54148	90480
3221	6607
5987	7188
2965	122953
9716	51382
5936	84128
7697	220108
10817	149069
990	4998
5936	406888
1937	6284
7532	56924
84868	84948
6464	25759
5966	54964
1639	91582
9267	9595
6277	126003
6996	7161
10013	10549
1196	10482
79541	84659
10121	10671
25	23327
5746	10560
4673	7013
6790	54998
9694	79956
6870	23312
4851	84719
892	2670
9641	51126
10682	65991
9601	10728
5705	6801
10910	129807
81851	84708
3885	9119
22800	345274
4233	84662
115	219995
7533	55615
6189	6202
5826	26538
3881	79022
2060	4543
6554	29095
131616	219402
4013	55149
2671	9945
1406	79777
821	8925
114088	653361
9212	25827
8575	51388
51171	83990
200081	220136
9361	129807
7555	9933
6768	79465
8087	84106
1432	1843
10772	79753
2962	5702
6616	6811
6122	29777
219988	407025
7410	79711
3198	64395
5595	6498
54461	101060226
55722	84140
124245	200316
3064	51274
2512	79169
242	53820
85407	386681
25959	256646
7186	137209
9759	64599
6195	81609
4703	129446
351	10776
1388	65258
1896	26984
23201	79048
3148	4790
9509	11085
5888	283685
1373	7386
54716	81851
7716	9711
9817	57159
4987	51090
6387	6846
1075	1471
4297	4534
4070	57210
9356	51614
79005	91543
8706	11072
5354	342900
6748	10755
8705	11269
26575	125058
54842	85352
51100	219402
8774	51594
64763	80321
2801	153769
5443	25828
1143	25807
11077	152815
2011	6789
5362	10876
57761	147687
9659	54955
54476	90637
55093	386653
27350	51545
26258	93145
9863	57453
94086	339229
5683	5721
79018	84502
3725	64130
9146	10174
998	10592
2867	282770
5335	79723
995	114880
51121	84294
207	4436
8688	57658
10152	57513
1998	5702
4832	55218
5156	6790
4904	8638
3064	6210
3003	3148
170082	541468
9666	23186
1949	10383
2259	8892
10516	27185
29911	254187
5700	9861
3064	28969
4149	4609
6637	8220
8233	55599
23082	56934
492	10666
27257	27258
2274	51663
27316	60491
894	5716
9618	284058
9685	23710
7389	728378
967	199857
3208	7920
1131	9675
8567	8651
4163	284119
2782	4163
10826	23306
4833	7681
10472	11266
10783	79175
55157	79027
8676	63898
7589	23660
4695	4720
60488	169841
6789	7314
998	4983
433	7037
4998	7251
51574	79661
23029	317781
57159	115106
6159	9051
8290	23028
10251	22864
8115	22911
2670	5987
834	2549
8672	55093
2195	613209
4188	83693
22902	58497
23590	401535
2113	148423
57142	136306
8161	151254
26284	406949
5728	10797
4682	7791
57102	140290
6310	10716
11140	11275
57326	79053
140700	154043
623	51075
51141	79415
1656	140885
7157	11244
3689	8668
10574	11132
55253	79669
10513	10617
6919	51421
7133	55179
23582	284040
25980	51340
1736	6217
3007	23451
4735	59286
8829	132720
63939	149371
23673	152579
640	386678
3661	10213
7414	10495
5201	23654
8764	9789
28998	341567
400258	493869
4298	6273
2099	27044
6925	8440
6124	56916
2286	5911
8678	9711
331	8737
479	200634
57696	84298
10445	150572
7508	51650
10403	342574
7316	84196
1401	2746
4093	7266
3925	54984
8462	26291
4734	79058
51522	92344
9322	23390
81848	94103
25895	259173
8317	54971
10933	56159
8013	10987
51510	54902
3695	8174
2254	51014
10403	196374
3308	57179
4004	139324
3082	6382
9870	56098
6421	406948
824	5337
51706	54557
10917	22862
6601	8110
1191	445571
3965	4012
5655	9791
10929	140890
6157	55672
2194	4214
25959	93166
84648	440023
221927	343930
51765	57464
664	146705
2993	4353
55559	115106
5111	11284
84616	337968
8241	55749
346	29978
1845	64792
4140	7534
9550	90423
146542	146705
1152	4215
7716	729250
3822	7388
6804	6812
843	9774
55048	246744
916	9437
6310	83899
55845	85458
23291	23559
26273	147409
10791	255043
59286	386676
823	826
29957	134285
51128	55031
2124	10447
10865	729246
1176	84062
1639	64400
5317	7398
391	10788
8227	22981
11060	83648
302	7428
29916	56950
987	7039
2980	23471
1457	22803
5021	55870
5287	11275
1947	23158
4193	114088
220929	283208
38	4163
9618	83593
2934	55200
23786	386680
835	1915
3921	6187
7533	64092
7186	23199
1812	93974
7022	28982
308	7756
10613	147007
57522	84861
7453	25879
151194	253639
892	51100
5653	55349
3107	3804
3550	114932
4718	4726
59	64901
84708	124359
247	4878
5520	116224
56928	79188
7311	7314
753	64750
80823	494119
51534	53336
6732	284451
2099	6195
6449	84816
1499	23112
9616	9655
10694	57826
1457	6625
7846	148109
8928	55295
60	94097
57082	80824
7566	55663
25793	51264
914	23607
997	114907
4074	23163
1318	2740
5901	51194
3326	6195
4692	51678
8290	57455
23167	375033
1398	79890
27005	84196
468	8850
9260	117177
8529	23484
29072	257236
11077	55758
9142	55075
10477	23435
3632	5671
3276	8932
9463	23152
2042	25793
2623	6599
87	773
8324	80011
334	112609
5496	83740
2997	10009
5444	94097
4703	7168
665	89885
64599	79005
54793	345651
57396	386682
5300	9021
4093	11177
2332	203522
3185	8676
51112	340348
6286	63935
6571	57143
9778	79740
7386	55157
9778	57602
860	861
605	9749
2033	5467
