source	target
C00027	C05332
C00601	C05332
C00027	C00628
C00027	C05585
C00628	C05585
C00027	C00632
C00027	C05640
C00632	C00704
C00632	C05640
C00704	C05640
C00027	C00708
C00027	C01382
C00708	C01382
C00027	C00763
C00027	C03564
C00763	C03564
C00027	C00780
C00027	C05634
C00780	C05634
C00027	C00218
C00027	C00788
C00218	C00788
C00218	C05577
C00788	C05577
C00027	C00792
C00027	C03771
C00792	C03771
C00027	C00986
C00027	C05665
C00986	C05665
C00027	C01060
C00027	C01829
C00027	C02218
C01060	C01829
C01060	C02218
C01829	C02218
C00027	C01079
C00027	C02191
C01079	C02191
C00027	C00028
C00027	C00030
C00027	C02170
C00027	C06002
C02170	C06002
C00027	C00315
C00027	C02567
C00027	C18170
C00315	C02567
C00315	C18170
C02567	C18170
C00027	C02465
C00027	C02515
C01060	C02465
C01060	C02515
C02218	C02465
C02218	C02515
C02465	C02515
C00027	C02714
C00027	C05936
C02714	C05936
C00027	C02723
C00027	C06178
C02723	C06178
C00027	C02918
C00027	C05843
C02918	C05843
C00027	C03263
C00027	C05770
C03263	C05770
C00027	C03440
C00027	C04282
C03440	C04282
C00027	C02188
C00027	C03531
C02188	C03531
C00027	C03758
C00027	C04043
C03758	C04043
C00027	C05127
C00027	C05827
C05127	C05827
C00027	C05581
C00027	C05587
C05581	C05587
C00027	C05583
C00027	C05589
C05583	C05589
C00027	C05588
C00218	C05583
C00218	C05588
C05583	C05588
C00027	C05635
C05634	C05635
C00027	C05636
C00027	C05637
C05636	C05637
C00027	C05638
C00027	C05639
C05638	C05639
C00027	C10974
C02723	C10974
C00027	C05167
C00161	C05167
C00067	C00218
C00027	C01672
C00027	C12455
C01672	C12455
C00027	C00097
C00027	C06751
C00027	C15604
C00097	C06751
C00097	C15604
C06751	C15604
C00027	C00916
C00027	C04712
C00916	C04712
C00027	C16168
C00027	C16374
C16168	C16374
C00027	C16358
C00027	C16359
C16358	C16359
C00027	C16172
C00027	C16387
C16172	C16387
C00027	C13747
C00027	C16356
C13747	C16356
C00027	C07480
C00027	C16360
C07480	C16360
C00027	C16353
C00027	C16355
C16353	C16355
C00027	C02380
C00027	C16613
C02380	C16613
C00027	C00543
C00027	C07572
C00027	C16612
C00543	C07572
C00543	C16612
C07572	C16612
C00027	C16608
C00218	C16608
C00218	C16612
C16608	C16612
C00027	C16609
C16609	C16612
C00027	C16610
C16610	C16612
C00027	C15493
C00027	C16681
C15493	C16681
C00027	C05842
C02918	C05842
C00027	C16730
C00027	C16731
C00027	C16732
C00027	C16734
C16730	C16731
C16730	C16732
C16730	C16734
C16731	C16732
C16731	C16734
C16732	C16734
C00027	C16729
C16729	C16731
C16729	C16734
C00027	C00612
C00134	C00612
C00134	C18170
C00612	C18170
C00027	C00750
C00315	C00750
C00315	C05665
C00750	C05665
C00027	C03461
C00027	C19691
C00097	C03461
C00097	C19691
C03461	C19691
C00027	C00698
C00027	C19697
C00698	C19697
C00027	C20744
C00027	C20745
C00027	C21299
C00027	C21300
C00071	C21299
C00071	C21300
C21299	C21300
C00027	C21423
C00027	C21424
C00027	C05360
C00027	C07054
C00027	C21754
C05360	C07054
C05360	C21754
C07054	C21754
C00027	C00100
C00027	C00894
C00100	C00894
C00027	C00147
C00027	C22499
C00147	C22499
C00027	C22500
C22499	C22500
C00028	C00427
C00028	C05956
C00030	C00427
C00030	C05956
C00427	C05956
C00028	C00114
C00028	C00576
C00030	C00114
C00030	C00576
C00114	C00576
C00028	C00219
C00030	C00219
C00219	C00427
C00028	C00630
C00028	C03460
C00030	C00630
C00030	C03460
C00630	C03460
C00028	C03345
C00028	C15980
C00030	C03345
C00030	C15980
C03345	C15980
C00028	C00041
C00028	C01528
C00028	C05688
C00030	C00041
C00030	C01528
C00030	C05688
C00041	C01528
C00041	C05688
C01528	C05688
C00028	C00708
C00028	C01829
C00028	C02465
C00030	C00708
C00030	C01829
C00030	C02465
C00708	C01829
C00708	C02465
C01829	C02465
C00028	C04679
C00028	C07282
C00030	C04679
C00030	C07282
C04679	C07282
C00028	C05176
C00028	C05202
C00030	C05176
C00030	C05202
C05176	C05202
C00028	C00191
C00028	C05787
C00028	C05791
C00030	C00191
C00030	C05787
C00030	C05791
C00191	C05787
C00191	C05791
C05787	C05791
C00028	C00473
C00028	C15492
C00030	C00473
C00030	C15492
C00473	C15492
C00028	C00187
C00028	C15519
C00030	C00187
C00030	C15519
C00187	C15519
C00028	C07639
C00030	C07639
C00708	C07639
C01829	C07639
C00028	C15613
C00028	C15614
C00030	C15613
C00030	C15614
C15613	C15614
C00028	C15670
C00028	C15672
C00030	C15670
C00030	C15672
C15670	C15672
C00028	C15811
C00028	C15812
C00028	C15813
C00028	C15814
C00030	C15811
C00030	C15812
C00030	C15813
C00030	C15814
C15811	C15812
C15811	C15813
C15811	C15814
C15812	C15813
C15812	C15814
C15813	C15814
C00028	C05460
C00028	C17343
C00030	C05460
C00030	C17343
C05460	C17343
C00028	C05447
C00028	C17346
C00030	C05447
C00030	C17346
C05447	C17346
C00028	C00097
C00028	C18237
C00028	C21486
C00030	C00097
C00030	C18237
C00030	C21486
C00041	C00097
C00041	C18237
C00041	C21486
C00097	C18237
C00097	C21486
C18237	C21486
C00028	C00067
C00028	C02188
C00028	C05545
C00030	C00067
C00030	C02188
C00030	C05545
C00028	C05544
C00030	C05544
C00028	C22328
C00028	C22329
C00030	C22328
C00030	C22329
C22328	C22329
C00029	C00167
C00029	C00103
C00029	C00075
C00075	C00103
C00029	C00052
C00029	C00446
C00052	C00103
C00052	C00446
C00103	C00446
C00031	C01083
C00031	C00208
C00031	C00092
C00031	C00185
C00031	C00104
C00092	C00104
C00031	C00089
C00031	C00095
C00089	C00095
C00031	C00962
C00243	C00962
C00031	C00124
C00031	C05402
C00124	C05402
C00031	C00131
C00031	C00206
C00092	C00131
C00092	C00206
C00031	C00195
C00031	C01190
C00031	C00252
C00031	C00267
C00252	C00267
C00031	C00369
C00031	C00721
C00031	C00561
C00031	C00844
C00561	C00844
C00031	C01898
C00185	C01898
C00031	C08325
C00844	C08325
C00031	C00963
C00031	C01335
C00963	C01335
C00031	C04542
C00031	C04817
C04542	C04817
C00031	C05712
C00031	C05713
C05712	C05713
C00031	C05838
C00031	C05839
C05838	C05839
C00031	C00718
C00208	C00718
C00031	C00319
C00031	C03108
C00319	C03108
C00032	C02191
C00032	C14818
C02191	C14818
C00032	C00237
C00032	C00500
C00032	C03024
C00032	C03161
C00237	C00500
C00237	C03024
C00237	C03161
C00237	C14818
C00500	C03024
C00500	C03161
C00500	C14818
C03024	C03161
C03024	C14818
C03161	C14818
C00032	C00524
C00032	C02248
C00524	C02248
C00032	C00448
C00032	C15672
C00448	C15672
C00033	C05993
C00033	C00227
C00033	C00049
C00033	C01042
C00033	C00077
C00033	C00437
C00077	C00437
C00033	C00084
C00033	C00114
C00033	C01996
C00033	C00146
C00033	C00548
C00146	C00548
C00033	C00270
C00033	C03708
C00270	C03708
C00033	C00352
C00033	C00357
C00033	C01288
C00033	C04248
C01288	C04248
C00033	C03081
C00033	C03837
C03081	C03837
C00033	C04317
C00033	C04598
C00033	C00530
C00033	C13636
C00530	C13636
C00033	C15583
C00033	C15584
C15583	C15584
C00033	C04675
C00033	C16466
C04675	C16466
C00033	C01227
C00033	C03024
C00033	C03161
C00033	C05138
C01227	C03024
C01227	C03161
C01227	C05138
C03024	C05138
C03161	C05138
C00033	C00280
C00033	C01176
C00280	C01176
C00280	C03024
C00280	C03161
C01176	C03024
C01176	C03161
C00033	C04015
C00270	C04015
C00033	C04017
C00270	C04017
C00033	C05726
C00033	C05727
C00033	C00301
C00033	C22131
C00301	C22131
C00033	C20658
C00301	C20658
C00033	C07328
C00033	C12296
C07328	C12296
C00033	C00523
C00033	C22832
C00523	C03024
C00523	C03161
C00523	C22832
C03024	C22832
C03161	C22832
C00033	C05284
C00033	C05497
C03024	C05284
C03024	C05497
C03161	C05284
C03161	C05497
C05284	C05497
C00036	C00149
C00036	C02362
C00036	C03981
C00036	C00074
C00036	C00104
C00036	C05840
C00037	C00040
C00037	C02055
C00040	C02055
C00037	C00051
C00037	C00669
C00051	C00669
C00037	C00062
C00037	C00077
C00037	C00581
C00062	C00077
C00062	C00581
C00077	C00581
C00037	C00065
C00037	C00168
C00048	C00065
C00048	C00168
C00037	C00101
C00037	C00143
C00037	C04253
C00037	C04570
C00101	C00143
C00101	C00213
C00101	C04253
C00101	C04570
C00143	C00213
C00143	C04253
C00143	C04570
C00213	C04253
C00213	C04570
C04253	C04570
C00037	C00091
C00037	C00430
C00091	C00430
C00037	C00097
C00037	C01419
C00097	C01419
C00065	C00101
C00065	C00143
C00037	C00512
C00037	C01586
C00512	C01586
C00037	C01242
C00037	C02051
C01242	C02051
C00037	C01642
C00037	C02412
C01642	C02412
C00037	C01794
C00037	C01921
C01794	C01921
C00037	C03090
C00037	C03838
C03090	C03838
C00037	C05726
C00037	C05729
C05726	C05729
C00037	C05337
C00037	C05466
C05337	C05466
C00037	C01217
C00037	C04377
C00065	C01217
C00065	C04377
C01217	C04377
C00037	C21015
C00037	C21016
C21015	C21016
C00039	C00131
C00039	C00286
C00039	C00458
C00039	C00459
C00039	C00677
C00039	C02128
C00039	C00455
C00455	C02128
C00039	C00144
C00144	C02128
C00040	C00605
C00040	C04253
C00040	C04570
C00605	C04253
C00605	C04570
C00040	C00064
C00040	C02716
C00064	C02716
C00040	C00093
C00040	C00681
C00093	C00681
C00040	C00111
C00040	C03372
C00111	C03372
C00040	C00157
C00040	C04230
C00157	C04230
C00040	C00165
C00040	C02112
C00165	C02112
C00040	C00187
C00040	C02530
C00187	C02530
C00040	C00195
C00040	C00319
C00195	C00319
C00040	C00339
C00040	C02434
C00339	C02434
C00040	C00416
C00416	C00681
C00040	C00422
C00040	C00641
C00422	C00641
C00040	C00473
C00040	C02075
C00473	C02075
C00040	C04317
C00040	C05212
C04317	C05212
C00040	C01885
C00641	C01885
C00040	C00350
C00040	C04438
C00350	C04438
C00040	C00836
C00040	C12126
C00836	C12126
C00040	C00083
C00083	C00264
C00041	C00108
C00041	C00328
C00108	C00328
C00041	C00632
C00041	C03227
C00632	C03227
C00041	C00886
C00041	C01635
C00886	C01635
C00041	C02700
C00041	C05653
C02700	C05653
C00041	C15811
C00041	C15812
C00097	C15811
C00097	C15812
C00041	C02743
C00041	C21440
C00097	C02743
C00097	C21440
C00042	C00091
C00042	C00164
C00042	C00332
C00091	C00164
C00091	C00332
C00164	C00332
C00042	C00232
C00042	C00104
C00091	C00104
C00042	C00264
C00042	C01656
C00091	C00264
C00091	C01656
C00264	C01656
C00042	C00356
C00042	C03761
C00091	C00356
C00091	C03761
C00356	C03761
C00042	C00122
C00042	C15602
C00042	C15603
C00122	C15602
C00122	C15603
C15602	C15603
C00042	C00390
C00042	C00399
C00122	C00390
C00122	C00399
C00390	C00399
C00043	C00075
C00043	C04501
C00075	C04501
C00043	C00203
C00043	C00110
C00110	C04500
C00043	C03706
C00043	C04789
C03706	C04789
C00045	C02166
C00045	C05951
C02166	C03363
C03363	C05951
C00046	C00112
C00046	C00063
C00046	C00075
C00046	C00201
C00046	C00454
C00047	C00099
C00047	C05341
C00099	C05341
C00047	C00120
C00047	C05552
C00120	C05552
C00047	C01646
C00047	C01931
C01646	C01931
C00047	C01879
C00047	C21730
C01879	C21730
C00048	C02179
C00048	C03303
C02179	C03303
C00049	C00099
C00049	C00058
C00049	C01044
C00058	C01044
C00049	C00060
C00049	C02715
C00060	C02715
C00049	C00130
C00049	C03794
C00130	C03794
C00049	C00169
C00049	C00438
C00169	C00438
C00049	C00327
C00049	C03406
C00327	C03406
C00049	C01239
C00049	C04540
C01239	C04540
C00049	C04751
C00049	C04823
C04751	C04823
C00049	C01638
C00049	C02984
C01638	C02984
C00049	C05840
C00051	C00058
C00051	C01031
C00058	C01031
C00051	C00097
C00051	C05526
C00097	C05526
C00051	C00151
C00051	C03740
C00151	C01419
C00151	C03740
C01419	C03740
C00051	C00256
C00051	C03451
C00256	C03451
C00051	C00546
C00546	C03451
C00051	C00723
C00051	C02288
C00127	C00723
C00127	C02288
C00723	C02288
C00051	C00909
C00051	C02166
C00909	C02166
C00051	C01025
C00051	C01356
C00127	C01025
C00127	C01356
C01025	C01356
C00051	C00462
C00051	C01322
C00051	C02320
C00462	C01322
C00462	C02320
C01322	C02320
C00051	C02315
C00051	C02582
C00127	C02315
C00127	C02582
C02315	C02582
C00051	C02929
C00051	C03899
C02929	C03899
C00051	C14786
C00051	C14791
C14786	C14791
C00051	C14787
C00051	C14793
C14787	C14793
C00051	C14792
C14787	C14792
C00051	C14802
C00051	C14803
C14802	C14803
C00051	C14804
C14802	C14804
C00051	C14800
C00051	C14805
C14800	C14805
C00051	C14806
C14800	C14806
C00051	C04805
C00051	C05356
C00127	C04805
C00127	C05356
C04805	C05356
C00051	C04742
C00051	C05966
C00127	C04742
C00127	C05966
C04742	C05966
C00051	C14839
C00051	C14847
C14839	C14847
C00051	C14840
C00051	C14848
C14840	C14848
C00051	C14851
C00051	C14855
C14851	C14855
C00051	C14852
C00051	C14856
C14852	C14856
C00051	C14858
C00051	C14861
C14858	C14861
C00051	C01327
C00051	C14857
C00051	C14865
C01327	C14857
C01327	C14865
C14857	C14865
C00051	C14859
C00051	C14864
C01327	C14859
C01327	C14864
C14859	C14864
C00051	C14863
C01327	C14863
C14863	C14865
C00051	C06790
C00051	C14868
C01327	C06790
C01327	C14868
C06790	C14868
C00051	C11088
C00051	C13645
C00051	C14874
C11088	C13645
C11088	C14874
C13645	C14874
C00051	C14870
C00051	C14871
C13645	C14870
C13645	C14871
C14870	C14871
C00051	C07645
C00051	C11583
C07645	C11583
C00051	C00726
C00051	C01326
C00726	C01326
C00726	C02320
C01326	C02320
C00051	C00059
C00051	C16738
C00059	C02320
C00059	C16738
C02320	C16738
C00051	C00094
C00051	C17267
C00094	C17267
C00051	C11278
C00051	C19586
C11278	C19586
C00051	C01879
C01419	C01879
C00051	C21758
C02320	C21758
C00051	C00283
C00051	C15602
C00051	C15603
C00283	C15602
C00283	C15603
C00283	C17267
C15602	C17267
C15603	C17267
C00051	C21787
C00094	C21787
C00051	C01335
C00051	C15498
C00127	C01335
C00127	C15498
C01335	C15498
C00051	C05965
C00051	C14777
C00127	C05965
C00127	C14777
C05965	C14777
C00053	C00224
C00053	C00054
C00053	C00069
C00053	C02000
C00054	C00069
C00054	C02000
C00069	C02000
C00053	C00850
C00053	C15584
C00054	C00850
C00054	C15584
C00850	C15584
C00053	C17141
C00053	C17142
C00054	C17141
C00054	C17142
C17141	C17142
C00053	C00401
C00053	C00634
C00054	C00401
C00054	C00634
C00401	C00634
C00053	C00635
C00054	C00635
C00401	C00635
C00053	C00468
C00053	C02538
C00054	C00468
C00054	C02538
C00468	C02538
C00053	C00585
C00053	C03721
C00054	C00585
C00054	C03721
C00585	C03721
C00053	C01227
C00053	C04555
C00054	C01227
C00054	C04555
C01227	C04555
C00053	C00573
C00054	C00573
C00053	C02592
C00053	C03642
C00054	C02592
C00054	C03642
C02592	C03642
C00053	C02686
C00053	C06125
C00054	C02686
C00054	C06125
C02686	C06125
C00053	C06126
C00053	C06127
C00054	C06126
C00054	C06127
C06126	C06127
C00053	C11553
C00053	C22549
C00054	C11553
C00054	C22549
C11553	C22549
C00053	C11301
C00053	C15557
C00054	C11301
C00054	C15557
C11301	C15557
C00053	C01490
C00053	C15558
C00054	C01490
C00054	C15558
C01490	C15558
C00053	C00187
C00053	C18043
C00054	C00187
C00054	C18043
C00187	C18043
C00053	C01953
C00053	C18044
C00054	C01953
C00054	C18044
C01953	C18044
C00053	C19561
C00053	C19562
C00054	C19561
C00054	C19562
C19561	C19562
C00053	C20825
C00053	C20859
C00054	C20825
C00054	C20859
C20825	C20859
C00053	C20908
C00053	C20909
C00054	C20908
C00054	C20909
C20908	C20909
C00053	C20907
C00054	C20907
C00634	C20907
C01490	C20908
C00053	C01290
C00053	C03405
C00054	C01290
C00054	C03405
C01290	C03405
C00053	C04196
C00053	C22551
C00054	C04196
C00054	C22551
C04196	C22551
C00053	C22554
C00053	C22555
C00054	C22554
C00054	C22555
C22554	C22555
C00054	C01134
C00055	C00475
C00055	C00112
C00055	C00063
C00055	C00093
C00055	C00513
C00093	C00513
C00055	C00157
C00055	C00307
C00055	C00641
C00157	C00307
C00157	C00641
C00307	C00641
C00055	C00195
C00055	C00570
C00055	C06062
C00195	C00570
C00195	C06062
C00570	C06062
C00055	C00269
C00055	C03892
C00093	C00269
C00093	C03892
C00269	C03892
C00055	C00137
C00055	C01194
C00137	C00269
C00137	C01194
C00269	C01194
C00055	C00344
C00055	C05980
C00269	C00344
C00269	C05980
C00344	C05980
C00055	C00350
C00350	C00570
C00350	C00641
C00570	C00641
C00055	C00128
C00055	C01290
C00055	C04730
C00128	C01290
C00128	C04730
C01290	C04730
C00055	C04740
C00128	C04740
C01290	C04740
C00055	C03820
C00055	C04598
C00307	C03820
C00307	C04598
C03820	C04598
C00055	C00611
C00055	C04886
C00128	C00611
C00128	C04886
C00611	C04886
C00055	C04683
C00055	C04887
C00128	C04683
C00128	C04887
C04683	C04887
C00055	C06133
C00128	C06133
C04730	C06133
C00055	C04750
C00055	C04901
C00128	C04750
C00128	C04901
C04750	C04901
C00055	C04791
C00055	C04907
C00128	C04791
C00128	C04907
C04791	C04907
C00055	C04884
C00055	C06135
C00128	C04884
C00128	C06135
C04884	C06135
C00055	C06134
C00128	C06134
C04884	C06134
C00055	C04885
C00055	C04926
C00128	C04885
C00128	C04926
C04885	C04926
C00055	C04911
C00055	C06136
C00128	C04911
C00128	C06136
C04911	C06136
C00055	C04927
C00128	C04927
C04911	C04927
C00055	C06141
C00128	C06141
C04911	C06141
C00055	C04922
C00055	C04936
C00128	C04922
C00128	C04936
C04922	C04936
C00055	C06140
C00128	C06140
C04927	C06140
C00055	C05673
C00055	C05675
C00641	C05673
C00641	C05675
C05673	C05675
C00055	C05674
C00055	C05676
C00641	C05674
C00641	C05676
C05674	C05676
C00055	C06138
C00055	C06139
C00128	C06138
C00128	C06139
C06138	C06139
C06140	C06141
C00055	C11377
C00128	C11377
C04791	C11377
C00055	C03201
C00055	C04475
C00570	C03201
C00570	C04475
C03201	C04475
C00055	C03454
C00055	C04756
C00570	C03454
C00570	C04756
C03454	C04756
C00055	C05212
C00307	C03201
C00307	C05212
C03201	C05212
C00055	C00588
C00307	C00588
C00055	C15939
C00055	C16177
C00128	C15939
C00128	C16177
C15939	C16177
C00058	C04895
C00058	C00101
C00058	C00234
C00101	C00234
C00058	C00108
C00058	C05653
C00108	C05653
C00058	C00328
C00058	C02700
C00328	C02700
C00058	C00468
C00058	C03024
C00058	C03161
C00058	C05297
C00468	C03024
C00468	C03161
C00468	C05297
C03024	C05297
C03161	C05297
C00058	C00951
C00058	C05295
C00951	C03024
C00951	C03161
C00951	C05295
C03024	C05295
C03161	C05295
C00058	C03617
C00058	C04258
C03617	C04258
C00058	C05648
C00058	C05651
C05648	C05651
C00058	C05922
C00058	C05923
C05922	C05923
C00058	C11439
C00058	C11440
C11439	C11440
C00058	C01724
C00058	C11455
C01724	C03024
C01724	C03161
C01724	C11455
C03024	C11455
C03161	C11455
C00058	C01943
C00058	C11508
C01943	C03024
C01943	C03161
C01943	C11508
C03024	C11508
C03161	C11508
C00058	C00237
C00058	C08276
C00058	C15606
C00237	C08276
C00237	C15606
C08276	C15606
C00058	C01180
C01180	C15606
C00058	C00535
C00535	C00951
C00535	C03024
C00535	C03161
C00058	C00280
C00280	C00468
C00058	C21918
C00058	C21919
C03024	C21918
C03024	C21919
C03161	C21918
C03161	C21919
C21918	C21919
C00058	C21921
C03024	C21921
C03161	C21921
C21919	C21921
C00058	C00138
C00058	C00139
C00138	C00139
C00138	C21918
C00138	C21919
C00139	C21918
C00139	C21919
C00138	C21921
C00139	C21921
C00138	C01724
C00138	C11455
C00139	C01724
C00139	C11455
C00059	C00224
C00059	C00329
C00059	C01075
C00329	C01075
C00059	C01227
C00059	C04555
C00059	C02686
C00059	C06125
C00059	C00187
C00059	C18043
C00059	C01953
C00059	C18044
C00059	C01290
C00059	C03405
C00060	C02133
C00060	C00069
C00060	C02391
C00069	C02391
C00060	C00114
C00060	C01777
C00114	C01777
C00060	C00151
C00060	C02850
C00151	C02850
C00060	C00157
C00060	C04230
C00060	C04233
C00157	C04233
C00060	C00165
C00060	C00422
C00165	C00422
C00060	C00195
C00060	C00319
C00060	C00670
C00670	C04233
C00060	C01885
C00165	C01885
C00060	C00241
C00670	C04230
C00060	C00116
C00116	C01885
C00060	C04635
C00060	C04756
C04635	C04756
C00060	C04317
C00060	C05212
C00060	C01021
C00060	C20735
C01021	C20735
C00061	C00255
C00062	C00086
C00077	C00086
C00062	C00327
C00062	C00533
C00327	C00533
C00062	C05933
C00062	C00179
C00062	C00099
C00062	C05340
C00099	C05340
C00062	C00122
C00062	C03406
C00122	C03406
C00062	C00245
C00062	C01959
C00077	C00245
C00077	C01959
C00245	C01959
C00062	C00301
C00062	C01201
C00301	C01201
C00062	C00334
C00062	C01035
C00077	C00334
C00077	C01035
C00334	C01035
C00062	C01636
C00062	C02163
C00063	C00085
C00063	C00354
C00085	C00112
C00112	C00354
C00063	C00110
C00063	C00381
C00110	C00112
C00110	C00381
C00112	C00381
C00063	C00128
C00063	C00270
C00128	C00270
C00063	C00269
C00063	C00416
C00269	C00416
C00063	C00307
C00063	C00588
C00063	C00346
C00063	C00570
C00346	C00570
C00063	C05674
C00063	C06459
C05674	C06459
C00063	C00591
C00063	C01064
C00591	C01064
C00063	C00789
C00063	C01068
C00789	C01068
C00063	C01097
C00063	C03785
C00112	C01097
C00112	C03785
C00063	C03410
C00063	C03691
C03410	C03691
C00063	C03557
C00063	C05673
C03557	C05673
C00063	C02211
C00063	C19085
C02211	C19085
C00063	C19078
C02211	C19078
C00063	C19080
C19078	C19080
C00063	C20934
C00063	C21384
C20934	C21384
C00064	C00079
C00064	C00166
C00064	C00940
C00079	C00940
C00166	C00940
C00064	C01640
C01640	C02282
C00065	C01005
C00065	C00740
C00065	C02218
C00065	C00097
C00065	C00283
C00065	C00154
C00065	C02934
C00154	C02934
C00065	C00155
C00065	C00542
C00155	C00542
C00065	C02291
C00065	C01650
C00065	C02553
C01650	C02553
C00065	C05698
C00065	C05699
C00065	C00189
C00065	C00350
C00065	C02737
C00189	C00350
C00189	C02737
C00350	C02737
C00065	C06481
C00065	C16636
C06481	C16636
C00066	C03523
C00066	C03880
C03523	C03880
C00067	C01516
C00067	C03024
C00067	C03161
C00067	C06174
C01516	C03024
C01516	C03161
C01516	C06174
C03024	C06174
C03161	C06174
C00067	C07481
C00067	C13747
C07481	C13747
C00067	C11785
C01516	C11785
C03024	C11785
C03161	C11785
C00068	C01081
C00068	C03028
C00068	C00378
C00068	C15972
C00068	C16255
C05125	C15972
C05125	C16255
C00068	C16254
C05381	C15972
C05381	C16254
C00068	C00118
C00068	C00231
C00068	C13378
C00118	C00231
C00118	C13378
C00231	C13378
C00068	C00117
C00068	C05382
C00117	C05382
C00117	C13378
C05382	C13378
C00068	C00141
C00068	C15976
C00141	C15976
C00068	C15977
C15972	C15976
C15972	C15977
C15976	C15977
C00068	C00233
C00068	C15974
C00233	C15974
C00068	C15975
C15972	C15974
C15972	C15975
C15974	C15975
C00068	C00671
C00068	C15978
C00671	C15978
C00068	C15979
C15972	C15978
C15972	C15979
C15978	C15979
C00068	C00109
C00068	C21017
C00109	C21017
C00068	C21018
C15972	C21017
C15972	C21018
C21017	C21018
C00069	C01153
C00069	C00191
C00069	C03033
C00191	C03033
C00069	C01019
C00069	C02475
C01019	C02475
C00069	C00071
C00071	C00226
C00071	C00162
C00071	C00670
C00071	C04517
C00670	C04517
C00071	C01233
C00071	C04635
C01233	C04635
C00072	C00547
C00072	C01041
C00072	C03758
C00547	C01041
C00547	C03758
C01041	C03758
C00072	C02303
C00072	C03303
C01041	C02303
C01041	C03303
C02303	C03303
C00072	C14818
C00072	C14819
C01041	C14818
C01041	C14819
C14818	C14819
C00073	C00101
C00073	C00440
C00101	C00155
C00101	C00440
C00155	C00440
C00073	C00719
C00073	C01026
C00155	C00719
C00155	C01026
C00719	C01026
C00073	C01647
C00073	C02430
C01647	C02430
C00073	C00342
C00073	C00343
C00073	C15999
C00342	C15999
C00343	C15999
C00073	C03172
C00155	C03172
C00074	C00631
C00074	C00270
C00074	C00645
C00074	C00686
C00074	C01200
C00686	C01200
C00074	C04257
C00074	C06241
C04257	C06241
C00074	C00275
C00074	C21383
C00275	C21383
C00075	C06198
C00075	C00203
C00075	C18060
C00203	C18060
C00077	C00134
C00077	C00151
C00077	C00161
C00151	C01165
C00161	C01165
C00077	C00169
C00077	C00327
C00169	C00327
C00078	C02700
C00078	C00398
C00078	C00268
C00078	C00272
C00078	C00643
C00268	C00272
C00268	C00643
C00272	C00643
C00078	C01652
C00078	C03512
C01652	C03512
C00078	C15522
C00272	C15522
C00643	C15522
C00078	C05650
C00078	C22239
C00643	C05650
C00643	C22239
C05650	C22239
C00079	C05332
C00079	C00082
C00079	C00268
C00079	C00272
C00082	C00268
C00082	C00272
C00079	C01648
C00079	C03511
C01648	C03511
C00079	C15522
C00082	C15522
C00079	C02135
C00079	C15850
C02135	C15850
C00079	C05650
C00079	C22239
C00082	C05650
C00082	C22239
C00082	C00355
C00082	C00483
C00268	C00355
C00272	C00355
C00082	C00822
C00355	C00822
C00082	C00787
C00082	C02839
C00787	C02839
C00082	C01382
C00082	C02515
C00082	C05590
C01382	C02515
C01382	C05590
C02515	C05590
C00082	C01392
C00082	C05234
C01392	C05234
C00355	C15522
C00082	C00708
C00708	C02515
C00082	C01060
C00708	C01060
C00355	C05650
C00355	C22239
C00083	C00229
C00083	C01209
C00229	C01209
C00083	C00154
C00083	C16216
C00154	C16216
C00083	C20876
C00083	C20877
C20876	C20877
C00083	C00383
C00084	C00469
C00084	C00346
C00084	C00118
C00084	C00673
C00118	C00673
C00084	C00536
C00084	C04895
C00084	C20239
C00536	C04895
C00536	C20239
C04895	C20239
C00085	C00095
C00085	C00665
C00085	C00104
C00104	C00354
C00085	C00092
C00085	C00275
C00095	C00104
C00085	C00118
C00085	C00231
C00085	C00279
C00118	C00279
C00231	C00279
C00085	C00131
C00085	C00206
C00095	C00131
C00095	C00206
C00085	C05382
C00118	C05382
C00279	C05382
C00085	C00668
C00086	C00099
C00086	C03065
C00099	C03065
C00086	C00334
C00086	C01035
C00086	C00499
C00086	C00603
C00499	C00603
C00087	C03024
C00087	C03161
C00087	C06604
C00087	C06606
C03024	C06604
C03024	C06606
C03161	C06604
C03161	C06606
C06604	C06606
C00089	C00267
C00089	C02336
C00267	C02336
C00089	C00124
C00089	C00492
C00124	C00492
C00090	C02351
C00090	C04221
C00091	C01213
C00091	C15973
C00091	C16254
C15973	C16254
C00092	C01236
C00092	C04006
C00092	C00103
C00093	C00116
C00093	C15602
C00093	C15603
C00111	C15602
C00111	C15603
C00093	C00114
C00093	C00670
C00114	C00670
C00093	C00137
C00093	C01225
C00137	C01225
C00093	C00189
C00093	C01233
C00189	C01233
C00093	C00605
C00605	C00681
C00093	C00390
C00093	C00399
C00111	C00390
C00111	C00399
C00093	C00173
C00093	C00229
C00173	C00229
C00173	C00681
C00229	C00681
C00094	C00177
C00094	C00320
C00094	C01755
C00177	C00320
C00177	C01755
C00320	C01755
C00095	C01094
C00095	C05345
C00095	C00794
C00096	C00636
C00096	C01222
C00096	C00110
C00096	C03862
C00110	C03862
C00096	C02905
C00096	C22527
C02905	C22527
C00096	C04537
C00096	C05860
C04537	C05860
C00096	C05861
C05860	C05861
C00097	C00606
C00097	C00109
C00097	C02291
C00109	C02291
C00097	C01879
C00669	C01879
C00097	C01639
C00097	C03125
