source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,0.022497674014564727,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",343,20,5,20972,0.25,0.014577259475218658,query_1,"['GO:0002764', 'GO:0007166']"
KEGG,KEGG:04518,Integrin signaling,0.023992100026553827,True,Integrin signaling,154,20,4,8716,0.2,0.025974025974025976,query_1,['KEGG:00000']
GO:BP,GO:0045766,positive regulation of angiogenesis,0.024160951151511272,True,"""Any process that activates or increases angiogenesis."" [GOC:go_curators]",163,20,4,20972,0.2,0.024539877300613498,query_1,"['GO:0001525', 'GO:0045765', 'GO:1904018']"
GO:BP,GO:0044092,negative regulation of molecular function,0.02655263228374418,True,"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]",355,20,5,20972,0.25,0.014084507042253521,query_1,['GO:0065009']
GO:BP,GO:1904018,positive regulation of vasculature development,0.02657998613179061,True,"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]",167,20,4,20972,0.2,0.023952095808383235,query_1,"['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']"
GO:BP,GO:0051098,regulation of binding,0.02721161933908328,True,"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]",168,20,4,20972,0.2,0.023809523809523808,query_1,['GO:0065009']
GO:BP,GO:0043313,regulation of neutrophil degranulation,0.02826968992419272,True,"""Any process that modulates the frequency, rate, or extent of neutrophil degranulation."" [ISBN:0781735149]",7,20,2,20972,0.1,0.2857142857142857,query_1,"['GO:0002886', 'GO:0043300', 'GO:0043312', 'GO:0050776']"
GO:BP,GO:0045959,"negative regulation of complement activation, classical pathway",0.02826968992419272,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of complement activation by the classical pathway."" [GOC:go_curators]",7,20,2,20972,0.1,0.2857142857142857,query_1,"['GO:0002924', 'GO:0006958', 'GO:0030450', 'GO:0045916']"
GO:BP,GO:0002886,regulation of myeloid leukocyte mediated immunity,0.03110376654999545,True,"""Any process that modulates the frequency, rate, or extent of myeloid leukocyte mediated immunity."" [GOC:add]",56,20,3,20972,0.15,0.05357142857142857,query_1,"['GO:0002444', 'GO:0002703']"
GO:BP,GO:0045321,leukocyte activation,0.03265393889261886,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",975,20,7,20972,0.35,0.0071794871794871795,query_1,"['GO:0001775', 'GO:0002376']"
GO:BP,GO:0099024,plasma membrane invagination,0.03281179338355694,True,"""An infolding of the plasma membrane."" [GOC:dos, GOC:vw]",57,20,3,20972,0.15,0.05263157894736842,query_1,['GO:0010324']
GO:BP,GO:0030450,"regulation of complement activation, classical pathway",0.03767135414019908,True,"""Any process that modulates the frequency, rate or extent of the classical pathway of complement activation."" [GOC:go_curators]",8,20,2,20972,0.1,0.25,query_1,"['GO:0002923', 'GO:0006958', 'GO:0030449']"
GO:BP,GO:1905517,macrophage migration,0.03830392885924245,True,"""The orderly movement of a macrophage from one site to another."" [GO_REF:0000091, GOC:TermGenie, PMID:25749876]",60,20,3,20972,0.15,0.05,query_1,"['GO:0071674', 'GO:0097529']"
KEGG,KEGG:05152,Tuberculosis,0.039816391551940035,True,Tuberculosis,176,20,4,8716,0.2,0.022727272727272728,query_1,['KEGG:00000']
GO:BP,GO:0002889,regulation of immunoglobulin mediated immune response,0.04026067532084561,True,"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]",61,20,3,20972,0.15,0.04918032786885246,query_1,"['GO:0002712', 'GO:0016064']"
GO:BP,GO:0002712,regulation of B cell mediated immunity,0.04026067532084561,True,"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]",61,20,3,20972,0.15,0.04918032786885246,query_1,"['GO:0002706', 'GO:0002822', 'GO:0019724']"
GO:BP,GO:0050789,regulation of biological process,0.04213386032031151,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12397,20,20,20972,1.0,0.0016132935387593772,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0010324,membrane invagination,0.04652301491314526,True,"""The infolding of a membrane."" [GOC:tb]",64,20,3,20972,0.15,0.046875,query_1,['GO:0061024']
GO:BP,GO:0002706,regulation of lymphocyte mediated immunity,0.04689602579052917,True,"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",193,20,4,20972,0.2,0.02072538860103627,query_1,"['GO:0002449', 'GO:0002703']"
