source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0009914,hormone transport,1.0,False,"""The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:tb]",330,54,1,20972,0.018518518518518517,0.0030303030303030303,query_1,"['GO:0006810', 'GO:0010817']"
GO:BP,GO:0009966,regulation of signal transduction,1.0,False,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3031,54,10,20972,0.18518518518518517,0.003299241174529858,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']"
GO:BP,GO:0009967,positive regulation of signal transduction,1.0,False,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",1569,54,6,20972,0.1111111111111111,0.0038240917782026767,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']"
GO:BP,GO:0009968,negative regulation of signal transduction,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]",1341,54,5,20972,0.09259259259259259,0.0037285607755406414,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']"
GO:BP,GO:0009987,cellular process,1.0,False,"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]",20233,54,54,20972,1.0,0.002668907230761627,query_1,['GO:0008150']
GO:BP,GO:0010001,glial cell differentiation,1.0,False,"""The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."" [GOC:go_curators, GOC:mtg_sensu]",249,54,2,20972,0.037037037037037035,0.008032128514056224,query_1,"['GO:0030154', 'GO:0042063']"
GO:BP,GO:0010038,response to metal ion,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:sm]",320,54,1,20972,0.018518518518518517,0.003125,query_1,['GO:0042221']
GO:BP,GO:0010256,endomembrane system organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endomembrane system."" [GOC:mah, GOC:sm]",627,54,2,20972,0.037037037037037035,0.003189792663476874,query_1,['GO:0016043']
GO:BP,GO:0010467,gene expression,1.0,False,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",9232,54,12,20972,0.2222222222222222,0.0012998266897746968,query_1,['GO:0009059']
GO:BP,GO:0010468,regulation of gene expression,1.0,False,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",5549,54,6,20972,0.1111111111111111,0.001081275905568571,query_1,"['GO:0010467', 'GO:0010556']"
GO:BP,GO:0009582,detection of abiotic stimulus,1.0,False,"""The series of events in which an (non-living) abiotic stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]",150,54,1,20972,0.018518518518518517,0.006666666666666667,query_1,"['GO:0009628', 'GO:0051606']"
GO:BP,GO:0007229,integrin-mediated signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",118,54,1,20972,0.018518518518518517,0.00847457627118644,query_1,['GO:0007166']
GO:BP,GO:0007249,canonical NF-kappaB signal transduction,1.0,False,"""An intracellular signaling cassette characterized by the I-kappaB-kinase (IKK)-dependent activation of NF-kappaB, also known as the canonical NF-kappaB signaling cascade. The cascade begins with activation of a trimeric IKK complex (consisting of catalytic kinase subunits IKKalpha and/or IKKbeta, and the regulatory scaffold protein NEMO) and ends with the regulation of transcription of target genes by NF-kappaB. In a resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm. Phosphorylation of I-kappaB targets I-kappaB for ubiquitination and proteasomal degradation, thus releasing the NF-kappaB dimers, which can translocate to the nucleus to bind DNA and regulate transcription. The canonical NF-kappaB pathway is mainly stimulated by proinflammatory cytokines such as IL-1beta, tumor necrosis factor (TNF)-alpha, antigen ligands, and toll-like receptors (TLRs)."" [GOC:bf, PMID:12773372, PMID:34659217]",315,54,1,20972,0.018518518518518517,0.0031746031746031746,query_1,['GO:0141124']
GO:BP,GO:0006955,immune response,1.0,False,"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",2118,54,10,20972,0.18518518518518517,0.004721435316336166,query_1,"['GO:0002376', 'GO:0050896']"
GO:BP,GO:0002449,lymphocyte mediated immunity,1.0,False,"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",377,54,3,20972,0.05555555555555555,0.007957559681697613,query_1,['GO:0002443']
GO:BP,GO:0002455,humoral immune response mediated by circulating immunoglobulin,1.0,False,"""An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",51,54,1,20972,0.018518518518518517,0.0196078431372549,query_1,"['GO:0006959', 'GO:0016064']"
GO:BP,GO:0002456,T cell mediated immunity,1.0,False,"""Any process involved in the carrying out of an immune response by a T cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",131,54,1,20972,0.018518518518518517,0.007633587786259542,query_1,"['GO:0002449', 'GO:0002460']"
GO:BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,1.0,False,"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]",389,54,2,20972,0.037037037037037035,0.005141388174807198,query_1,['GO:0002250']
GO:BP,GO:0002526,acute inflammatory response,1.0,False,"""Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",104,54,1,20972,0.018518518518518517,0.009615384615384616,query_1,['GO:0006954']
GO:BP,GO:0002532,production of molecular mediator involved in inflammatory response,1.0,False,"""The synthesis or release of any molecular mediator of the inflammatory response following an inflammatory stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, GOC:dph, GOC:tb, ISBN:0781735149]",97,54,1,20972,0.018518518518518517,0.010309278350515464,query_1,"['GO:0006954', 'GO:0032501']"
GO:BP,GO:0002534,cytokine production involved in inflammatory response,1.0,False,"""The synthesis or release of a cytokine following a inflammatory stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",69,54,1,20972,0.018518518518518517,0.014492753623188406,query_1,"['GO:0001816', 'GO:0002532']"
GO:BP,GO:0002682,regulation of immune system process,1.0,False,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",1594,54,6,20972,0.1111111111111111,0.0037641154328732747,query_1,"['GO:0002376', 'GO:0050789']"
GO:BP,GO:0002683,negative regulation of immune system process,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]",522,54,1,20972,0.018518518518518517,0.0019157088122605363,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048519']"
GO:BP,GO:0002684,positive regulation of immune system process,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",1111,54,5,20972,0.09259259259259259,0.004500450045004501,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']"
GO:BP,GO:0002446,neutrophil mediated immunity,1.0,False,"""Any process involved in the carrying out of an immune response by a neutrophil."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",39,54,1,20972,0.018518518518518517,0.02564102564102564,query_1,['GO:0002444']
GO:BP,GO:0002697,regulation of immune effector process,1.0,False,"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]",395,54,2,20972,0.037037037037037035,0.005063291139240506,query_1,"['GO:0002252', 'GO:0002682']"
GO:BP,GO:0002128,tRNA nucleoside ribose methylation,1.0,False,"""The process that results in the modification of the sugar of a nucleoside in tRNA at the 2'O position."" [GOC:hjd, ISBN:155581073X]",3,54,1,20972,0.018518518518518517,0.3333333333333333,query_1,['GO:0030488']
GO:BP,GO:0002130,wobble position ribose methylation,1.0,False,"""The process in which the ribose base of the nucleotide at position 34 in the anticodon of a tRNA is post-transcriptionally methylated at the 2'O position."" [GOC:hjd, ISBN:155581073X]",2,54,1,20972,0.018518518518518517,0.5,query_1,['GO:0002128']
GO:BP,GO:0002176,male germ cell proliferation,1.0,False,"""The multiplication or reproduction of male germ cells, resulting in the expansion of a cell population."" [GOC:hjd]",8,54,1,20972,0.018518518518518517,0.125,query_1,['GO:0036093']
GO:BP,GO:0002218,activation of innate immune response,1.0,False,"""Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."" [GO_REF:0000022, GOC:add, GOC:mtg_sensu, ISBN:0781735149, PMID:15199967, PMID:16177805]",320,54,4,20972,0.07407407407407407,0.0125,query_1,"['GO:0002253', 'GO:0045089']"
GO:BP,GO:0002220,innate immune response activating cell surface receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by a ligand binding to a cell surface receptor that leads to the activation of an innate immune response."" [GOC:add, ISBN:0781735149, PMID:15199967]",90,54,1,20972,0.018518518518518517,0.011111111111111112,query_1,"['GO:0002429', 'GO:0002758']"
GO:BP,GO:0002221,pattern recognition receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by a ligand binding to a pattern recognition receptor (PRR), and ending with the regulation of a downstream cellular process, e.g. transcription. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]",284,54,4,20972,0.07407407407407407,0.014084507042253521,query_1,['GO:0002758']
GO:BP,GO:0002224,toll-like receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by a ligand binding to a toll-like receptor of a target cell. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:12467241, PMID:12524386, PMID:12855817, PMID:15585605, PMID:15728447]",81,54,3,20972,0.05555555555555555,0.037037037037037035,query_1,['GO:0002221']
GO:BP,GO:0002228,natural killer cell mediated immunity,1.0,False,"""The promotion of an immune response by natural killer cells through direct recognition of target cells or through the release of cytokines."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",86,54,1,20972,0.018518518518518517,0.011627906976744186,query_1,"['GO:0002449', 'GO:0045087']"
GO:BP,GO:0002237,response to molecule of bacterial origin,1.0,False,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]",345,54,2,20972,0.037037037037037035,0.005797101449275362,query_1,"['GO:0009617', 'GO:0043207']"
GO:BP,GO:0002244,hematopoietic progenitor cell differentiation,1.0,False,"""The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells."" [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]",139,54,1,20972,0.018518518518518517,0.007194244604316547,query_1,"['GO:0030097', 'GO:0030154']"
GO:BP,GO:0002115,store-operated calcium entry,1.0,False,"""A calcium ion entry mechanism in the plasma membrane activated by the depletion of calcium ion from the internal calcium ion store in the endoplasmic reticulum."" [GOC:hjd, PMID:11120592, PMID:17956991]",23,54,1,20972,0.018518518518518517,0.043478260869565216,query_1,['GO:0006816']
GO:BP,GO:0002250,adaptive immune response,1.0,False,"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",761,54,3,20972,0.05555555555555555,0.003942181340341655,query_1,['GO:0006955']
GO:BP,GO:0002444,myeloid leukocyte mediated immunity,1.0,False,"""Any process involved in the carrying out of an immune response by a myeloid leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",115,54,1,20972,0.018518518518518517,0.008695652173913044,query_1,['GO:0002443']
GO:BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",313,54,1,20972,0.018518518518518517,0.003194888178913738,query_1,"['GO:0002757', 'GO:0002768']"
GO:BP,GO:0003338,metanephros morphogenesis,1.0,False,"""The process in which the anatomical structures of the metanephros are generated and organized."" [GOC:dph, GOC:yaf]",30,54,1,20972,0.018518518518518517,0.03333333333333333,query_1,"['GO:0001656', 'GO:0060993']"
GO:BP,GO:0003360,brainstem development,1.0,False,"""The progression of the brainstem from its formation to the mature structure. The brainstem is the part of the brain that connects the brain with the spinal cord."" [GOC:dph]",8,54,1,20972,0.018518518518518517,0.125,query_1,['GO:0048856']
GO:BP,GO:0005975,carbohydrate metabolic process,1.0,False,"""The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [GOC:mah, ISBN:0198506732]",557,54,3,20972,0.05555555555555555,0.005385996409335727,query_1,['GO:0044238']
GO:BP,GO:0005996,monosaccharide metabolic process,1.0,False,"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]",252,54,1,20972,0.018518518518518517,0.003968253968253968,query_1,"['GO:0005975', 'GO:0044281']"
GO:BP,GO:0006012,galactose metabolic process,1.0,False,"""The chemical reactions and pathways involving galactose, the aldohexose galacto-hexose. D-galactose is widely distributed in combined form in plants, animals and microorganisms as a constituent of oligo- and polysaccharides; it also occurs in galactolipids and as its glucoside in lactose and melibiose."" [ISBN:0198506732]",14,54,1,20972,0.018518518518518517,0.07142857142857142,query_1,['GO:0019318']
GO:BP,GO:0002699,positive regulation of immune effector process,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",256,54,1,20972,0.018518518518518517,0.00390625,query_1,"['GO:0002252', 'GO:0002684', 'GO:0002697']"
GO:BP,GO:0002703,regulation of leukocyte mediated immunity,1.0,False,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",252,54,1,20972,0.018518518518518517,0.003968253968253968,query_1,"['GO:0002443', 'GO:0002697']"
GO:BP,GO:0002706,regulation of lymphocyte mediated immunity,1.0,False,"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",193,54,1,20972,0.018518518518518517,0.0051813471502590676,query_1,"['GO:0002449', 'GO:0002703']"
GO:BP,GO:0002715,regulation of natural killer cell mediated immunity,1.0,False,"""Any process that modulates the frequency, rate, or extent of natural killer cell mediated immunity."" [GOC:add]",55,54,1,20972,0.018518518518518517,0.01818181818181818,query_1,"['GO:0002228', 'GO:0002706', 'GO:0045088']"
GO:BP,GO:0002752,cell surface pattern recognition receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by a ligand binding to a cell surface pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]",73,54,1,20972,0.018518518518518517,0.0136986301369863,query_1,"['GO:0002220', 'GO:0002221']"
GO:BP,GO:0002443,leukocyte mediated immunity,1.0,False,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",475,54,4,20972,0.07407407407407407,0.008421052631578947,query_1,['GO:0002252']
GO:BP,GO:0002755,MyD88-dependent toll-like receptor signaling pathway,1.0,False,"""A toll-like receptor signaling pathway in which the MyD88 adaptor molecule mediates transduction of the signal. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response."" [GOC:add, ISBN:0781735149, PMID:12467241, PMID:12524386, PMID:12855817, PMID:15585605, PMID:15728447]",21,54,1,20972,0.018518518518518517,0.047619047619047616,query_1,['GO:0002224']
GO:BP,GO:0002758,innate immune response-activating signaling pathway,1.0,False,"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response."" [GOC:jy, GOC:mah, PMID:11418339, PMID:28105028]",299,54,4,20972,0.07407407407407407,0.013377926421404682,query_1,"['GO:0002218', 'GO:0002757']"
GO:BP,GO:0002764,immune response-regulating signaling pathway,1.0,False,"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",562,54,5,20972,0.09259259259259259,0.008896797153024912,query_1,"['GO:0007165', 'GO:0050776']"
GO:BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]",343,54,1,20972,0.018518518518518517,0.0029154518950437317,query_1,"['GO:0002764', 'GO:0007166']"
GO:BP,GO:0002790,peptide secretion,1.0,False,"""The controlled release of a peptide from a cell or a tissue."" [GOC:add]",256,54,1,20972,0.018518518518518517,0.00390625,query_1,"['GO:0015833', 'GO:0046903']"
GO:BP,GO:0002791,regulation of peptide secretion,1.0,False,"""Any process that modulates the frequency, rate, or extent of peptide secretion."" [GOC:add]",207,54,1,20972,0.018518518518518517,0.004830917874396135,query_1,"['GO:0002790', 'GO:0051046', 'GO:0090087']"
GO:BP,GO:0002793,positive regulation of peptide secretion,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of peptide secretion."" [GOC:add]",112,54,1,20972,0.018518518518518517,0.008928571428571428,query_1,"['GO:0002790', 'GO:0002791', 'GO:0051047']"
GO:BP,GO:0002831,regulation of response to biotic stimulus,1.0,False,"""Any process that modulates the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]",559,54,5,20972,0.09259259259259259,0.008944543828264758,query_1,"['GO:0009607', 'GO:0048583']"
GO:BP,GO:0002833,positive regulation of response to biotic stimulus,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]",414,54,4,20972,0.07407407407407407,0.00966183574879227,query_1,"['GO:0002831', 'GO:0009607', 'GO:0048584']"
GO:BP,GO:0003002,regionalization,1.0,False,"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]",422,54,1,20972,0.018518518518518517,0.002369668246445498,query_1,['GO:0007389']
GO:BP,GO:0002376,immune system process,1.0,False,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",2913,54,13,20972,0.24074074074074073,0.004462753175420529,query_1,['GO:0008150']
GO:BP,GO:0002757,immune response-activating signaling pathway,1.0,False,"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response."" [GOC:add]",516,54,4,20972,0.07407407407407407,0.007751937984496124,query_1,"['GO:0002253', 'GO:0002764']"
GO:BP,GO:0002251,organ or tissue specific immune response,1.0,False,"""An immune response taking place in an organ or tissues such as the liver, brain, mucosa, or nervous system tissues."" [GO_REF:0000022, GOC:jal]",43,54,1,20972,0.018518518518518517,0.023255813953488372,query_1,['GO:0006955']
GO:BP,GO:0002252,immune effector process,1.0,False,"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",710,54,5,20972,0.09259259259259259,0.007042253521126761,query_1,['GO:0002376']
GO:BP,GO:0002253,activation of immune response,1.0,False,"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",581,54,5,20972,0.09259259259259259,0.008605851979345954,query_1,"['GO:0002376', 'GO:0050778']"
GO:BP,GO:0001503,ossification,1.0,False,"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:mtg_mpo, PMID:17572649]",424,54,4,20972,0.07407407407407407,0.009433962264150943,query_1,['GO:0032501']
GO:BP,GO:0001510,RNA methylation,1.0,False,"""Posttranscriptional addition of a methyl group to either a nucleotide or 2'-O ribose in a polyribonucleotide. Usually uses S-adenosylmethionine as a cofactor."" [GOC:hjd, PMID:21823225]",82,54,1,20972,0.018518518518518517,0.012195121951219513,query_1,"['GO:0009451', 'GO:0043414']"
GO:BP,GO:0001523,retinoid metabolic process,1.0,False,"""The chemical reactions and pathways involving retinoids, any member of a class of isoprenoids that contain or are derived from four prenyl groups linked head-to-tail. Retinoids include retinol and retinal and structurally similar natural derivatives or synthetic compounds, but need not have vitamin A activity."" [ISBN:0198506732]",86,54,3,20972,0.05555555555555555,0.03488372093023256,query_1,['GO:0016101']
GO:BP,GO:0001525,angiogenesis,1.0,False,"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]",546,54,4,20972,0.07407407407407407,0.007326007326007326,query_1,"['GO:0048514', 'GO:0048646']"
GO:BP,GO:0001558,regulation of cell growth,1.0,False,"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",399,54,2,20972,0.037037037037037035,0.005012531328320802,query_1,"['GO:0016049', 'GO:0040008', 'GO:0051128']"
GO:BP,GO:0001568,blood vessel development,1.0,False,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",727,54,6,20972,0.1111111111111111,0.008253094910591471,query_1,"['GO:0001944', 'GO:0048856']"
REAC,REAC:R-HSA-166665,Terminal pathway of complement,1.0,False,Terminal pathway of complement,8,39,1,11056,0.02564102564102564,0.125,query_1,['REAC:R-HSA-166658']
REAC,REAC:R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),1.0,False,The canonical retinoid cycle in rods (twilight vision),23,39,1,11056,0.02564102564102564,0.043478260869565216,query_1,['REAC:R-HSA-2187338']
REAC,REAC:R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),1.0,False,Thrombin signalling through proteinase activated receptors (PARs),31,39,1,11056,0.02564102564102564,0.03225806451612903,query_1,['REAC:R-HSA-76002']
REAC,REAC:R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,1.0,False,Toll Like Receptor 10 (TLR10) Cascade,95,39,1,11056,0.02564102564102564,0.010526315789473684,query_1,['REAC:R-HSA-168898']
GO:BP,GO:0001501,skeletal system development,1.0,False,"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]",538,54,1,20972,0.018518518518518517,0.0018587360594795538,query_1,['GO:0048731']
REAC,REAC:R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,1.0,False,Toll Like Receptor 2 (TLR2) Cascade,114,39,1,11056,0.02564102564102564,0.008771929824561403,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,1.0,False,Toll Like Receptor 4 (TLR4) Cascade,143,39,1,11056,0.02564102564102564,0.006993006993006993,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,1.0,False,Toll Like Receptor 5 (TLR5) Cascade,95,39,1,11056,0.02564102564102564,0.010526315789473684,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,1.0,False,Toll Like Receptor 7/8 (TLR7/8) Cascade,105,39,1,11056,0.02564102564102564,0.009523809523809525,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,1.0,False,Toll Like Receptor 9 (TLR9) Cascade,108,39,1,11056,0.02564102564102564,0.009259259259259259,query_1,['REAC:R-HSA-168898']
REAC,REAC:R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,1.0,False,Toll Like Receptor TLR1:TLR2 Cascade,114,39,1,11056,0.02564102564102564,0.008771929824561403,query_1,['REAC:R-HSA-181438']
REAC,REAC:R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,1.0,False,Toll Like Receptor TLR6:TLR2 Cascade,111,39,1,11056,0.02564102564102564,0.009009009009009009,query_1,['REAC:R-HSA-181438']
REAC,REAC:R-HSA-168898,Toll-like Receptor Cascades,1.0,False,Toll-like Receptor Cascades,168,39,1,11056,0.02564102564102564,0.005952380952380952,query_1,['REAC:R-HSA-168249']
REAC,REAC:R-HSA-399719,Trafficking of AMPA receptors,1.0,False,Trafficking of AMPA receptors,27,39,1,11056,0.02564102564102564,0.037037037037037035,query_1,['REAC:R-HSA-399721']
REAC,REAC:R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,1.0,False,Trafficking of GluR2-containing AMPA receptors,13,39,1,11056,0.02564102564102564,0.07692307692307693,query_1,['REAC:R-HSA-399719']
REAC,REAC:R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,1.0,False,Transcriptional regulation of white adipocyte differentiation,83,39,1,11056,0.02564102564102564,0.012048192771084338,query_1,['REAC:R-HSA-9843745']
REAC,REAC:R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,1.0,False,Toll Like Receptor 3 (TLR3) Cascade,103,39,1,11056,0.02564102564102564,0.009708737864077669,query_1,['REAC:R-HSA-168898']
GO:BP,GO:0001101,response to acid chemical,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]",129,54,1,20972,0.018518518518518517,0.007751937984496124,query_1,['GO:0042221']
GO:BP,GO:0000910,cytokinesis,1.0,False,"""The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells."" [GOC:mtg_cell_cycle]",194,54,1,20972,0.018518518518518517,0.005154639175257732,query_1,"['GO:0022402', 'GO:0051301']"
GO:BP,GO:0000902,cell morphogenesis,1.0,False,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",998,54,5,20972,0.09259259259259259,0.00501002004008016,query_1,['GO:0009653']
